tokenAddressIn,tokenAddressOut,from,tokenAmountIn,tokenAmountOut,paycoinAmount
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x242F16Ed8f8E347013304672e3928a22624b33Dc,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5334142a596e53120233703F7c7AaB5AedB8e968,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xd32d78003cae40cca6E156cF49b3508A37404F73,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xE23c70B8A445C25E37D453208Ee75C4a0110D49e,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x193938a2bd57D7269A0323fe629a3bC6D955abe4,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x09bd18b813b1bc6c066Da553D0c93E55a079Dc3a,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xBaa3bb6E00F9BB3d4FEc8aF8aaf35dfAFeC9fEce,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x582D13CedB408dA56e27b37E05711d1ade3B1047,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x1cFe3dB0B28282B573dc4C5E2575452d5B936E0C,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xBC23FCdbeCe908FC424Eb442b5d1AFb0D5993324,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x5431F4e3F34374f0177C56B1418B659257b1524a,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x87Fe3884cCD5b27D8377770A296634110F87859a,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xa2A25a1635052F1E11b260b765c75c3A1744af98,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x344B5C1213e561FB450Ca58E32D8b2b06a8eB548,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xe78cbEA4967C63199dA698Ac318bAcC56785b5da,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x271dc1e9F66330E1a1dbc1F0F465184F56B71268,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5Cf9395d26f33beB3b0C707e9B90d146723803e7,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xde62AAb395765b45FbC14fcF3952176CD6816f27,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xB86340BD1c5F7dB534B703E5A44A974548892B38,728532459035639552,226569671970419887470,69761476169213303009589
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x5Cf9395d26f33beB3b0C707e9B90d146723803e7,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xC73B2c54Df638a8C81f9c7Cb3e6074a08bfAe602,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x41b19083452265c7B7d2324D615CDE5968B99379,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe14b5aAE97178dd73f087F009DcBfd52b5F7961A,98773619662435264,2943651329034934282809,5278755413566043462329
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb32C4CaB1E2e79FF6d1948d094bdE48c7a08B38c,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xD8D5003BD51EF5307F2268B27e18dCEBeff77998,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xD82F5177a5F6886Ec9505bD9398Ae7a2ECF7aeD8,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1Cc32A47cE9764b914C43f86895A2B3028c7f3C4,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x73c5d17b87A15b72FaE99Bd4Dba063e959792E7D,193217277057650944,22010842116226288339,11691254259459133495668
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xf4B590898bcf0f5113068CD9Dd07aaee0f3B11D8,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7Be7807E16233c7875E405C8eD7EdA4d595b477a,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x94334a4B65Bfb62c54B4c4b854Ee86f0fdDC6737,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x65a2d884472237288684cB04dbEE7f2C340a18A0,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x5334142a596e53120233703F7c7AaB5AedB8e968,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x3d8C86a810d3E84a3194d278B921F4cDbe085Bc1,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5334142a596e53120233703F7c7AaB5AedB8e968,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7Be7807E16233c7875E405C8eD7EdA4d595b477a,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x9D4414D600E16975b501019B9131dBB033259cF5,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0759bc565CFEd39Ef4098FfFA230f35D10B811c7,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x8544890C7E7f21bF8b3FA7ec433b80df5CC04F4a,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb32C4CaB1E2e79FF6d1948d094bdE48c7a08B38c,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,284798398312416051200,3882317673339627,335400251355698178773
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xE2B4AD165eFdF776A33ce861B02b1feb110a6604,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x260013180219B4B69212d0377E1e309749DD6ef5,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xde62AAb395765b45FbC14fcF3952176CD6816f27,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xBaa3bb6E00F9BB3d4FEc8aF8aaf35dfAFeC9fEce,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB86340BD1c5F7dB534B703E5A44A974548892B38,221668432943242336,12456093675890292894130,17300559132136093926703
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x9172507e25bAF34C10cdBCeFC7625F87c1EFf8a4,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x93093D85f65ac30866E2Bf1F8F983B14D78e092C,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x989033E708AEeAb3658D448dcB7Cc330401a5c55,1461165426529822720,277458379537756987424,77192565004772687148889
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x989033E708AEeAb3658D448dcB7Cc330401a5c55,3845765392380291186688,12375002810699812928,6901587234476979677735
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x4eeA6E28F723E30FcF88acf448FB63813E08549B,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xcEaAea1f3e4b0f779dC05Ae13dd1110138F8c34d,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x08A6018E022A33b4B794b0b30839bcE739696EbC,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x51bA50df645da5729bB513fA3293459E50449092,58967606694474392,3780747169068114106,2279391113673144741417
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x989033E708AEeAb3658D448dcB7Cc330401a5c55,200112560691907756032,42487780707016919191130,101959701069275280774382
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xD1340cA7C4f28c312f1115abbEf2956711c3f25b,70863669948582704,908597475123270613672,2697216059867379468244
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x5Ed1C7671B13cF1873FD94f22192f1880A3f57D8,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5431F4e3F34374f0177C56B1418B659257b1524a,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xD8D5003BD51EF5307F2268B27e18dCEBeff77998,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x582D13CedB408dA56e27b37E05711d1ade3B1047,20259832276512740999168,124510654645963313931,56418795301565539500212
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x49F07764389B0641C820C6bcB470E42cC89e92BA,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x7Be7807E16233c7875E405C8eD7EdA4d595b477a,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xfA3dAD1FecF5C286DEB431c4B45BBED1116C25af,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xE7dbe3372e690fd1D7870901d2781387d57ee0bC,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x44827fEAE248795B60B243440BCf8FdEfAb68EFD,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x65a2d884472237288684cB04dbEE7f2C340a18A0,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x51bA50df645da5729bB513fA3293459E50449092,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x94334a4B65Bfb62c54B4c4b854Ee86f0fdDC6737,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB07e53c6E90f7E5B272a7BCC8136899a6E1dAd31,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x1cFe3dB0B28282B573dc4C5E2575452d5B936E0C,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB014cA81B58592BB19efc8232f1E3D047D5B1722,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xBC23FCdbeCe908FC424Eb442b5d1AFb0D5993324,866462614972105088,23075578255420972360121,52170043817338839602731
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xE2B4AD165eFdF776A33ce861B02b1feb110a6604,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xe78cbEA4967C63199dA698Ac318bAcC56785b5da,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB2e7101Ad42c630204a3C4677fc7A7F54102Bf10,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x89c568F573C282f83F802F0685F878CD727d80bc,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xA00b7e747aB00b27e2c9EB1b970e140bd2Cb68D4,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xceEfC04844a1B7b45fE86E5928390fDd0c0b180D,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xB07e53c6E90f7E5B272a7BCC8136899a6E1dAd31,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xB07e53c6E90f7E5B272a7BCC8136899a6E1dAd31,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xa5861Cd5435d4a7CcF06935fBe44ff180EDcD59b,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x0362C982AB697e34B10f0afc85Deb8572aAbB274,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x8544890C7E7f21bF8b3FA7ec433b80df5CC04F4a,23404808762178379186176,1149760494679119996,59486814532460346619885
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1866bC5C04ab09aD08118AD134558d5d53163dDE,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xd6409E82D95eCC6cB3Bc65698824d1db8eDea9b6,63233007106082627584,2353690738419589,142795373816031025394
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x09bd18b813b1bc6c066Da553D0c93E55a079Dc3a,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x41b19083452265c7B7d2324D615CDE5968B99379,10043962077318912000,151357532604789851,9396776237875334123895
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x8544890C7E7f21bF8b3FA7ec433b80df5CC04F4a,19593549199471988965376,40666159199189223979,40466387725725625941417
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xEdfdB89B9c6E8731f823Ac1873b1d822E9e42C74,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x5Adb6008DEB5AE5103d4913Cf7aa041cB32dae8c,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x49F07764389B0641C820C6bcB470E42cC89e92BA,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x344B5C1213e561FB450Ca58E32D8b2b06a8eB548,0,0,0
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1aaBD40A051821D8feFE050202a4D512275874c8,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x0e55F689599e89b5F24F764DeB3408Fa1A2D816E,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x65a2d884472237288684cB04dbEE7f2C340a18A0,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xb91fa2874F394ed50c0e150D77c9c186B9f15422,655900691826155847680,1448108477842859217,1438233034638052501158
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x4eeA6E28F723E30FcF88acf448FB63813E08549B,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xE23c70B8A445C25E37D453208Ee75C4a0110D49e,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x08A6018E022A33b4B794b0b30839bcE739696EbC,8878260524891648294912,23849312912089118513,18693297167990015400894
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x03ED71c8EAE7aE81469d4C78799b435F142dba5B,156031983602048224,5901994509926059861246,12278572359223627303135
0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xfA3dAD1FecF5C286DEB431c4B45BBED1116C25af,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x65a2d884472237288684cB04dbEE7f2C340a18A0,0,0,0
0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0xC73B2c54Df638a8C81f9c7Cb3e6074a08bfAe602,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x911951798c45F8F6c74DF1422B3ac4025831d98E,0,0,0
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0xe7CB1c67752cBb975a56815Af242ce2Ce63d3113,0x5Cf9395d26f33beB3b0C707e9B90d146723803e7,620552156930579365888,16106322697310222,1330910376676597870555
0x7CA3dB74F7b6cd8D6Db1D34dEc2eA3c89a3417ec,0x1596Ff8ED308a83897a731F3C1e814B19E11D68c,0x4eeA6E28F723E30FcF88acf448FB63813E08549B,0,0,0
